wikirate_number,oc_jurisdiction_code
3243395,mx
3243402,mx
3243409,mx
3243416,mx
3243423,mx
3243430,mx
3243444,mx
3243451,mx
3243458,mx
3243472,mx
3243479,mx
3243486,mx
3243493,mx
3243500,mx
3243507,mx
3243514,mx
3243521,mx
3243528,mx
3243535,mx
3243542,mx
3243549,mx
3243556,mx
3243577,md
3243598,ni
3243605,ni
3243612,ni
3243619,ni
3243626,ni
3245138,py
3243654,pe
3243661,pe
3245145,ph
3243668,ph
3243675,ph
3243682,ph
3243689,ph
3243696,pl
3243703,pt
3245152,pt
3243713,pt
3245168,tw
3243741,tw
3243748,tw
3245185,th
3243769,tn
3243776,tr
3245213,tr
3245223,tr
3245230,tr
3245237,tr
3245244,tr
3243783,tr
3245258,tr
3243790,tr
3243804,tr
3243811,ae_aj
3243818,ae_sh
3243825,us_ar
3243832,us_ca
3243846,us_il
3245289,us_il
3243874,us_pa
3243888,us_ga
3243895,us_ca
3245324,us_wi
3244035,us_ma
3244042,us_wi
3244049,vn
3244056,vn
3244063,vn
3244077,vn
3244084,vn
3245390,vn
3244091,vn
3244098,vn
3244105,vn
3245397,vn
3244112,vn
3244119,vn
3245404,vn
3244126,vn
3244133,vn
3245411,vn
3245418,vn
3244140,vn
3245425,vn
3245432,vn
3245439,vn
3245446,vn
3244147,vn
3244154,vn
3244161,vn
3244175,vn
3244182,vn
3244189,vn
3244196,vn
3244203,vn
3244210,vn
3244217,vn
3244224,vn
3244231,vn
3244238,vn
3244245,vn
3244252,vn
3244259,vn
3244266,vn
3244273,vn
3245453,vn
3244280,vn
3245460,vn
3244290,vn
3244297,vn
3244304,vn
3244311,vn
3244318,vn
3244325,vn
3244332,vn
3244339,vn
3245467,vn
3244346,vn
3244353,vn
3244360,vn
3244367,vn
3245474,vn
3244381,vn
3245481,vn
3244388,vn
3244395,vn
3244402,vn
3244409,vn
3244416,vn
3244423,vn
3244430,vn
3244437,vn
3244444,vn
3245488,vn
3245495,vn
3244451,vn
3244458,vn
3241324,al
3241351,ar
3241365,ar
3241366,ar
3241380,ar
3244482,ar
3241387,ar
3241394,ar
3241401,ar
3241415,ar
3241422,ar
3241436,bd
3244499,bd
3241467,bd
3244520,bd
3241539,bd
3241546,bd
3241567,bd
3241598,bd
3241612,ba
3241619,br
3244599,br
3244606,br
3241626,br
3241640,br
3244613,br
3244620,br
3244627,br
3244634,br
3244641,br
3241654,br
3241661,br
3244658,br
3241668,br
3241675,br
3241689,bg
3241727,kh
3241755,kh
3241762,kh
3244693,kh
3244707,ca
3241811,cl
3241818,cn_35
3241825,cn_34
3241832,cn_34
3241839,cn_32
3241856,cn_33
3241863,cn_32
3241870,cn_44
3241877,cn_44
3241884,cn_44
3241891,cn_44
3241898,cn_44
3241905,cn_44
3241912,cn_44
3244724,cn_44
3241926,cn_44
3241933,cn_44
3241954,cn_44
3241961,cn_44
3241968,cn_44
3241975,cn_44
3241982,cn_44
3241989,cn_44
3241996,cn_44
3242003,cn_44
3242010,cn
3242017,cn_44
3242024,cn_44
3244738,cn_35
3244745,cn_44
3242052,cn_44
3242059,cn_45
3242066,cn_44
3242087,cn_33
3242094,cn_33
3242101,cn_33
3244752,cn_33
3242108,cn_33
3242115,cn_33
3242122,cn_41
3242129,cn_44
3242136,cn_32
3242143,cn_32
3242150,cn_42
3242157,cn_44
3242178,cn_32
3242185,cn_32
3242192,cn_32
3242199,cn_32
3242206,cn
3242220,cn_33
3242227,cn_35
3242234,cn_35
3242241,cn_32
3242248,cn_42
3242255,cn_44
3242262,cn_44
3242269,cn_35
3244766,cn_44
3242283,cn_33
3244773,cn_33
3242290,cn_33
3222791,ar
3222868,bd
3223016,br
2932829,cn_32
2932248,cn
3223837,cn
3224214,cn_44
3225267,eg
2626448,sv
3224812,ke
3224952,mx
945106,tw
3226021,vn
3226210,vn
3223987,cn_35
3248053,kh
3248067,cn_34
3248074,cn
3250286,cn_35
3248081,cn_32
3248088,cn
3248095,cn
3248109,cn_21
3248116,cn
3248123,cn_44
3248130,cn
3248137,cn_44
3248144,cn
3248151,cn_34
3248158,cn
3248165,cn
3248172,cn
3248179,cn
3248186,cn
3248193,cn
3248200,cn_33
3248207,cn
3248214,cn_33
3250298,cn
3248221,cn_33
3248228,cn
3250305,cn
3248235,cn
3248242,cn_32
3250312,cn
3248249,cn_32
3248256,cn_36
3250319,cn
3250326,cn_33
3248263,cn_33
3248270,cn
3248277,cn_21
3248284,cn_35
3248291,cn_35
3248298,cn
3248305,cn
3248312,cn
3248319,cn_44
3248326,cn_35
3248333,cn
3248340,cn
3248347,cn_35
3248361,cn
3248368,cn
3248375,cn
3250333,cn_32
3248382,cn_33
3248389,cn
3248396,cn
3250340,cn
3248403,cn
3248410,cn
3248417,cn
3248424,cn
3248431,cn
3250347,cn
3250354,cn
3250366,cn
3248438,cn
3248450,cn
3250373,cn
3248464,cn
3248478,cn
3248485,cn
3248492,cn
3248499,cn_44
3248506,cn
3250387,cn
3248518,cn
3248525,cn
3250394,cn_33
3248532,cn
3248539,cn
3250406,cn_33
3248546,cn_33
3248553,cn_33
3248560,cn_33
3248567,hr
3225260,ro
3251325,ro
3248588,eg
3248602,eg
3248609,eg
3248616,eg
3248623,eg
3250525,in
3248668,in
3248680,in
3248687,in
3250551,in
3250558,in
3248701,in
3248727,it
3248734,it
3248741,it
3248783,it
3248797,it
3248811,it
3248818,it
3248832,it
3248867,it
3248888,it
3248895,it
3248902,it
3248909,it
3248944,it
3248965,it
3248986,it
3250600,it
3250607,it
3249028,la
3249035,la
3249042,la
3249049,ma
3249056,mm
3249063,pt
3249070,pt
3249175,ro
3249229,ro
3249243,ro
3249250,ro
3249264,ro
3249285,ro
3249299,ro
3249306,ro
3249320,ro
3249348,ro
3249369,ro
3250689,rs
3249397,tn
3249467,tn
3249474,tn
3249495,tn
3249502,tn
3249509,tn
3249516,tn
3249530,tn
3249537,tn
3249558,tn
3249565,tn
3249572,tn
3249579,tn
3249586,tn
3249607,tn
3249614,tn
3249621,tn
3249628,tn
3249642,tn
3249691,tn
3249698,tn
3249719,tn
3249768,tn
3249789,tn
3249796,tn
3249803,tn
3249824,tn
3249831,tn
3249838,tn
3249880,tn
3249887,tn
3249901,tn
3249915,tn
3249929,tn
3249936,tn
3249943,tn
3249957,tn
3249971,tn
3249978,tn
3249999,tn
3250006,tn
3250041,tn
3250048,tn
3250069,tn
3250104,tn
3250118,tn
3250125,tn
3250146,tn
3250752,tn
3250759,tr
3250160,tr
3250773,tr
3250174,tr
3250188,tr
3250780,tr
3250787,tr
3250209,vn
3250216,vn
3250223,vn
3252472,sv
3252479,sv
3252486,cn
3252493,cn_32
3252505,cn
3253844,vn
3253851,vn
3252522,cn
3252534,cn
3252541,cn
3252562,vn
3252569,cn_45
3252576,cn
3252583,cn
3252590,cn
3252602,cn_44
3252623,cn
3252642,in
3252649,in
3252656,in
3252663,in
3252670,in
3253870,in
3252677,in
3252684,in
3252691,in
3252698,in
3252710,in
3252717,in
3252724,in
3252731,in
3252738,in
3253877,in
3253884,in
3253896,in
3252773,bd
3252790,in
3253903,in
3253910,vn
3252804,vn
3252816,vn
3253917,vn
3253924,cn
3252823,vn
3253931,cn
3252830,cn
3252844,cn
3252851,cn
3252858,vn
3252865,cn
3252872,cn
3252879,cn
3252886,jp
3252899,cn_34
3252906,jp
3252920,vn
3252934,cn
3252941,vn
3252969,cn
3252983,vn
3252990,vn
3252997,vn
3253004,cn
3253011,jp
3253018,cn
3253025,cn
3253032,vn
3253044,vn
3253051,vn
3253957,cn
3253058,vn
3253964,vn
3253065,cn_44
3253072,cn_44
3253079,vn
3253086,vn
3253093,cn
3253105,cn
3253112,id
3253119,id
3253126,vn
3253133,id
3253140,vn
3253976,id
3253154,vn
3253161,vn
3253168,vn
3253175,id
3253983,id
3253990,mm
3253189,id
3253196,vn
3253203,kr
3254018,vn
3253210,cn
3253217,vn
3253224,id
3253231,vn
3254032,vn
3253238,vn
3253259,vn
3253266,id
3253278,cn_21
3254039,kr
3254053,vn
3253299,kr
3253306,cn_21
3254067,vn
3254074,vn
3253320,cn
3254081,vn
3253327,kr
3254088,vn
3254095,vn
3254102,vn
3253334,bd
3253341,lk
3253348,lk
3253355,lk
3254114,lk
3254128,bd
3254135,lk
3254166,bd
3254173,lk
3253383,tw
3253390,cn_33
3253397,cn
3254180,vn
3254187,vn
3253404,vn
3253411,vn
3253418,cn
3253425,id
3253432,cn
3253446,vn
3253463,vn
3254194,vn
3253475,cn
3254201,cn
3254208,tw
3253487,cn_12
3253494,vn
3253501,cn
3253508,vn
3254215,cn
3253515,id
3253522,ph
3254222,cn_32
3253529,cn_13
3254235,vn
3253541,cn
3253548,vn
3253555,vn
3253562,vn
3254249,vn
3253569,vn
3253576,vn
3254256,vn
3253583,vn
3254263,vn
3253597,vn
3254277,vn
3254284,vn
3254291,vn
3253616,vn
3253623,vn
3253635,vn
3253642,vn
3254304,vn
3254311,vn
3253649,cn_44
3253661,cn
3253668,vn
3253675,cn
3253682,cn
3253689,vn
3253696,cn
3254323,cn
3253710,cn
3253717,vn
3253724,vn
3253731,vn
3253738,cn
3254342,cn
3253752,cn_44
3253759,cn
3253766,cn
3253773,cn
3253780,cn
3253787,cn
3253799,cn
3253806,cn
3253813,vn
3254349,vn
3254356,vn
3253820,vn
3254363,cn
3253827,cn
3255500,ar
3255507,ar
3255535,ar
3255542,ar
3255549,au
3255563,au
3258335,au
3258363,au
3255591,au
3255619,au
3255640,au
3255647,au
3258397,au
3255668,au
3258425,au
3255703,au
3255710,au
3255724,au
3255731,au
3255794,au
3255829,at
3255864,at
3255912,be
3255948,be
3256006,be
3256048,be
3256132,be
3256160,br
3256167,br
3256174,br
3258515,br
3256181,br
3256188,br
3256195,br
3258529,br
3256209,br
3256216,br
3256223,br
3256230,br
3256237,br
3256244,br
3256258,br
3256265,br
3258536,br
3256272,br
3256279,br
3256286,br
3256293,br
3256300,br
3258543,br
3256314,br
3256321,br
3256335,br
3256342,br
3256349,ca_qc
3256363,ca_bc
3258564,ca
3256384,ca_qc
3256391,ca_bc
3258571,ca_bc
3256398,ca_bc
3256405,ca
3256412,ca
3256433,ca_bc
3256454,ca_qc
3256489,ca
3256510,ca_bc
3256538,ca
3256552,ca_mb
3256559,ca_bc
3258627,ca
3256566,ca
3256573,ca_ab
3258655,ca
3258662,ca
3258669,ca
3258676,ca_bc
3256608,ca
3256615,ca_bc
3256629,ca_qc
3256642,ca_qc
3256649,ca_qc
3258690,ca_bc
3256663,ca_bc
3256670,ca
3256684,ca_qc
3256698,ca
3256733,ca
3256796,cl
3256810,cl
3256852,cl
3256866,cl
3256873,cl
3258711,cl
3256936,cl
3256943,cn_44
3256950,cn
3256957,cn_32
3256964,cn_44
3256971,cn_32
3256978,cn_44
3256985,cn_33
3256992,cn_44
3256999,cn_44
3257006,cn_44
3257013,cn_32
3257027,cn_44
3257034,cn_44
3257041,cn_44
3257048,cn_32
3257055,cn_35
3257062,cn_44
3257069,cn_45
3257076,cn_44
3257083,cn_33
3257090,cn_44
3257097,cn
3257104,cn_44
3257111,cn_44
3257118,cn_33
3257125,cn_44
3257132,cn_44
3257139,cn_44
3257146,cn_44
3257160,cn_44
3258718,cn_44
3258730,cn
3257167,cn_44
3257174,cn_35
3257181,cn_44
3257188,cn_44
3257195,cn_44
3257202,cn_33
3257216,cn_44
3258737,cn_44
3257223,cn_33
3257230,cn_35
3257237,cn_44
3257244,cn_32
3257251,cn_32
3257258,cn_32
3257265,cn_35
3258744,cn_44
3257272,cn_44
3257279,cn_44
3257286,cn
3257293,cn_44
3257300,cn
3257307,cn_33
3257314,cn_44
3257321,cn_33
3257328,cn_32
3257335,cn_44
3258751,cn_32
3257342,cn_33
3257349,cn_33
3257356,cn_53
3258758,cn_32
3257363,cn_44
3257370,cn_44
3257377,cn_33
3257384,cn_44
3257391,cn_44
3257398,cn_44
3257405,cn_44
3257412,cn_44
3257419,cn_35
3257426,cn_44
3257433,cn_44
3257440,cn_44
3257447,cn_32
3257454,cn_44
3257461,cn_44
3258765,cn_44
3257468,cn_44
3257475,cn_44
3257489,cn_44
3257496,cn_44
3257503,cn_44
3257510,cn_44
3258772,cn
3257522,cn_44
3257529,cn_34
3257536,cn_32
3257543,cn_36
3258779,cn_35
3257550,cn_44
3257557,cn_44
3257564,cn_35
3257571,cn_44
3257578,cn
3257585,cn_33
3257599,cn
3257606,cn_44
3257613,cn_34
3257620,cn_32
3257634,cn_44
3257641,cn_44
3257648,cn_44
3257655,cn_44
3257667,cn
3257674,cn_44
3257688,cn_32
3257695,cn
3257702,cn_44
3257709,cn_32
3257716,cn_44
3257723,cn_44
3257730,cn_44
3257737,cn_44
3257744,cn_44
3257751,cn_44
3257758,cn_44
3257765,cn_44
3257772,cn_32
3258791,cn
3257779,cn_44
3257786,cn_33
3257793,cn
3258798,cn_35
3258805,cn
3257800,cn_44
3258812,cn_32
3258819,cn_33
3257807,cn_44
3257814,cn_44
3258826,cn_33
3257821,cn
3257828,cn_35
3257835,cn_11
3257842,cn_35
3258833,cn_44
3257849,cn_44
3257856,cn_44
3257863,cn_44
3257870,cn_44
3257877,cn_32
3257884,cn_32
3257891,cn_33
3258840,cn_44
3257898,cn_44
3257905,cn_44
3257912,cn_32
3257919,cn_44
3257926,cn_44
3258847,cn_32
3257933,cn_44
3257940,cn_33
3257947,cn_44
3257954,cn_33
3257961,cn
3257968,cn_33
3257975,cn_35
3257982,cn_33
3257992,cn_33
3257999,cn
3258013,cn_44
3258020,cn_44
3258027,cn_44
3258034,cn_33
3258041,cn_44
3258048,cn_44
3258055,cn_32
3258062,cn_44
3258069,cn_44
3258076,cn_35
3258083,cn
3258090,cn_44
3258097,cn_44
3258104,cn_32
3258111,cn_35
3258118,cn_44
3258125,cn_44
3258146,cn_32
3258854,cn_44
3258861,cn_44
3258153,cn_44
3258868,cn_44
3258160,cn_33
3258167,cn_33
3258174,cn
3258181,cn
3258188,cn_33
3258195,cn_33
3258202,cn_44
3258875,cn_44
3258216,cn
3258223,cn_44
3258230,cn_44
3258237,cn_44
3258244,cn_21
3258251,cn_44
3258265,cn_32
3258272,cn_44
3258279,cn_32
3258286,cn_44
3258293,cn_33
3258300,cn_44
3258882,cn_44
3258307,cn_33
3258889,cn
3258898,cn_35
3258905,cn_44
3258912,cn_44
3258919,cn_32
3258926,cn_44
3258933,cn_44
3258940,cn_44
3258950,cn_44
3258957,cn_44
3258971,cn_44
3258992,cn_44
3258999,cn_44
3259006,cn_44
3259013,cn_44
3259020,cn_32
3259027,cn_32
3261252,cn_33
3259034,cn_32
3259041,cn_44
3259053,cn_33
3259060,cn_35
3259067,cn_44
3261259,cn_33
3259074,cn_44
3259081,cn_33
3259088,cn_44
3259095,cn_44
3259102,cn_44
3261266,cn
3259109,cn_33
3261273,cn
3259116,cn_33
3259123,cn_44
3259130,cn_33
3261280,cn_44
3259137,cn_44
3259144,cn_44
3259151,cn_32
3261287,cn_33
3259158,cn_44
3261294,cn_44
3259165,cn_32
3259172,cn_44
3261301,cn_35
3259179,cn
3261308,cn_44
3259186,cn_44
3259193,cn_44
3259200,cn_44
3261315,cn_44
3259207,cn
3259214,cn_32
3259221,cn_44
3259228,cn_44
3259235,cn_44
3259242,cn_32
3259249,cn
3259256,cn_44
3259263,cn_44
3259270,cn_34
3259277,cn_33
3261322,cn_44
3259284,cn_44
3259291,cn_44
3259301,cn_36
3261329,cn_35
3259308,cn
3259315,cn_44
3259322,cn_44
3259329,cn_33
3259336,cn_33
3261336,cn
3259343,cn
3261343,cn_44
3259353,cn_44
3259360,cn_14
3259367,cn
3259374,cn
3259381,cn
3259388,cn_44
3259402,cn_35
3259409,cn_44
3259416,cn_44
3259423,cn_33
3259430,cn_35
3259437,cn_44
3261350,cn_44
3261357,cn
3259444,cn_35
3259451,cn_33
3259458,cn_33
3259465,cn_44
3259472,cn
3259486,cn
3259493,cn_44
3259500,cn_44
3259507,cn_44
3259514,cn_44
3261369,cn_33
3259521,cn_44
3259528,cn_44
3259535,cn_32
3259542,cn_44
3259549,cn_32
3261376,cn_44
3259559,cn_35
3259566,cn_44
3261383,cn_32
3259573,cn_44
3259580,cn_44
3259587,cn_33
3261390,cn
3259594,cn_44
3259601,cn_35
3259615,cn_44
3259622,cn_21
3259629,cn_44
3259636,cn_44
3259643,cn_44
3259650,cn_44
3259657,cn
3261397,cn_44
3259664,cn_44
3261404,cn_32
3259671,cn_33
3259678,cn_44
3259685,cn_32
3259692,cn_44
3259699,cn_33
3261411,cn
3259706,cn_32
3259713,cn_32
3259720,cn_33
3259727,cn_44
3259734,cn_44
3259741,cn_44
3259748,cn_44
3259755,cn_44
3259762,cn_33
3259769,cn
3259776,cn_33
3259783,cn_32
3259790,cn_21
3259797,cn_44
3259804,cn_44
3259811,cn
3259818,cn_44
3259825,cn_44
3259832,cn_33
3259839,cn
3259860,cn
3259867,cn_44
3261425,cn_33
3259874,cn_33
3261432,cn_35
3259881,cn_44
3259895,cn_44
3259902,cn
3259909,cn_35
3259916,cn_44
3259923,cn_44
3259930,cn_36
3259937,cn_44
3259944,cn_32
3259951,cn_44
3259958,cn_44
3259965,cn_44
3259972,cn
3259979,cn_44
3259993,cn_33
3261439,cn
3260014,cn_44
3260021,cn_44
3260042,cn
3260049,cn_33
3260056,cn_44
3260063,cn_44
3260070,cn_35
3260084,cn_33
3260091,cn_32
3260098,cn_32
3260105,cn_33
3260112,cn_32
3261446,cn_44
3260126,cn_35
3261453,cn_35
3260133,cn
3261460,cn_32
3260140,cn_44
3260147,cn_44
3260154,cn
3260161,cn_44
3260168,cn_36
3260175,cn_44
3260182,cn_35
3260189,cn_44
3261467,cn_44
3260196,cn_44
3260203,cn_44
3260217,cn_44
3260224,cn
3260236,cn_44
3260243,cn
3260250,cn_44
3260257,cn
3260264,cn_33
3260271,cn_44
3260278,cn_44
3260285,cn_44
3260299,cn_32
3260306,cn
3261479,cn_44
3260313,cn_44
3261486,cn_44
3260323,cn_44
3260330,cn_44
3260337,cn
3260344,cn_44
3260351,cn_44
3260358,cn_44
3260365,cn_44
3260372,cn
3260379,cn_32
3260386,cn_44
3260393,cn_44
3260400,cn_35
3260407,cn_33
3260414,cn_44
3260421,cn
3260428,cn
3261493,cn
3260435,cn_44
3261500,cn_32
3261507,cn_33
3261514,cn_44
3260449,cn_44
3260456,cn
3260463,cn_44
3260470,cn_33
3260477,cn_44
3260484,cn_44
3260498,cn_44
3260505,cn
3260512,cn
3260519,cn
3260526,cn_44
3260538,cn_44
3260545,cn_35
3260552,cn_13
3260559,cn
3260566,cn_35
3260573,cn_44
3260580,cn_35
3260587,cn_34
3260594,cn_32
3260601,cn
3260608,cn_44
3260615,cn
3260622,cn
3260629,cn_32
3260636,cn_32
3260643,cn_44
3261528,cn
3261535,cn_33
3260657,cn_44
3260664,cn_44
3260671,cn_35
3260678,cn
3260685,cn
3260692,cn_32
3260699,cn_44
3260706,cn_44
3260713,cn_44
3260720,cn
3260727,cn_44
3260734,cn_44
3260741,cn_44
3260748,cn_35
3260755,cn_44
3261542,cn_35
3260762,cn_44
3260769,cn_44
3260776,cn_44
3260783,cn_35
3261549,cn_44
3260790,cn_32
3260797,cn_14
3260804,cn_33
3260811,cn_44
3260818,cn_44
3260825,cn_44
3260832,cn_44
3260839,cn_44
3260846,cn_44
3260853,cn_33
3260860,cn_35
3260874,cn_44
3260881,cn_32
3260888,cn_33
3260895,cn
3260902,cn_44
3260909,cn
3260916,cn
3260923,cn_44
3260930,cn_44
3261556,cn_44
3260937,cn_33
3260944,cn
3260951,cn_32
3260958,cn_44
3260972,cn_33
3261570,cn_44
3260979,cn_44
3260986,cn
3260993,cn_44
3261000,cn_32
3261007,cn_33
3261014,cn
3261021,cn_44
3261028,cn_44
3261035,cn_32
3261042,cn_43
3261049,cn_44
3261056,cn_44
3261063,cn_44
3261070,cn_44
3261577,cn_44
3261077,cn_32
3261084,cn
3261091,cn
3261098,cn_44
3261105,cn
3261112,cn_34
3261119,cn_44
3261126,cn_44
3261133,cn_44
3261140,cn_11
3261147,cn_44
3261154,cn_32
3261161,cn_33
3261168,cn
3261584,cn_32
3261591,cn_44
3261175,cn_44
3261182,cn_44
3261189,cn_33
3261196,cn_44
3261203,cn_33
3261210,cn_44
3261217,cn
3261603,cn_33
3261224,cn_44
3261231,cn_44
3261238,cn_44
3261245,cn_44
2623717,at
2931856,cn_32
3223428,cn_32
3265112,cn_43
3265119,cn_44
3265126,cn_44
3265133,cn_21
3265140,cn_44
3270288,cn_44
3270295,cn_32
3270302,cn_44
3265154,cn_33
3265161,cn_44
3265168,cn_44
3265175,cn_44
2932647,cn_44
3265187,cn_35
3265194,cn_44
3265201,cn_44
3265208,cn
3265215,cn_44
3265222,cn
3265229,cn_44
3265236,cn_44
3265243,cn_33
3265250,cn
3265257,cn_44
3265264,cn_44
3265271,cn_33
3265278,cn_32
3265285,cn_44
3270309,cn_44
3265292,cn_44
3265299,cn_44
3265306,cn_44
3270316,cn
3265313,cn_34
3265320,cn_44
3270323,cn
3265327,cn_42
3265334,cn_44
3265346,cn_44
3270330,cn_44
3223323,cn_44
3265358,cn_32
3220848,cn_35
3265368,cn
3265375,cn_33
3265382,cn_44
3265389,cn_32
3265396,cn_44
3265403,cn_44
3265410,cn_33
3270337,cn_35
3265417,cn_44
3265424,cn
3265431,cn_44
3265438,cn
3265445,cn_44
3265452,cn_44
3265459,cn_32
3265466,cn_44
3265480,cn_44
3265487,cn_33
3270344,cn_44
3265494,cn_44
3265501,cn_32
3265508,cn_34
3270351,cn_44
3270358,cn_44
3265515,cn_32
3265522,cn_35
3270365,cn_33
3265529,cn_44
3265536,cn
3265543,cn_44
3265550,cn
3265557,cn_33
3265564,cn_32
3265571,cn
3265578,cn
3265585,cn_44
3265592,cn_33
3270379,cn_44
3265599,cn_45
3265606,cn_33
3265613,cn_33
3270391,cn_33
3265620,cn_44
3265627,cn_44
3265634,cn_44
3265641,cn_44
3265655,cn_32
3265662,cn_44
3265669,cn_36
3265676,cn_44
3265683,cn_44
3265690,cn
3265697,cn_44
3265711,cn_44
3265718,cn_32
3265725,cn_32
3265732,cn_44
3265739,cn_33
3270405,cn_44
3265746,cn_32
3265753,cn_44
3265760,cn_44
3265767,cn_33
3265774,cn_44
3265781,cn_44
3265788,cn_44
3265795,cn_32
3265802,cn_35
3265809,cn_32
3265816,cn
3265823,cn
3265835,cn_44
3270412,cn_44
3265842,cn_35
3265849,cn_12
3265856,cn_44
3265863,cn_35
3265870,cn_44
3265877,cn_44
3265884,cn_44
3265891,cn_44
3265898,cn
3265905,cn_44
3265912,cn_44
3265919,cn_44
3265926,cn_44
3265933,cn_44
3265940,cn_32
3265947,cn
3265954,cn
3265961,cn
3270424,cn
3265968,cn_44
3265975,cn
3265982,cn_44
3265989,cn_32
3265996,cn_33
3266003,cn_44
3266010,cn_44
3266017,cn_44
3266024,cn_44
3266031,cn_32
3270436,cn_44
3270443,cn_44
3266038,cn_44
3266045,cn_44
3266052,cn
3266066,cn_32
3266073,cn
3266080,cn_44
3266087,cn_33
3266094,cn_44
3266101,cn_44
3270450,cn_35
3266108,cn_44
3270457,cn
3266115,cn_33
3266122,cn_44
3266129,cn_44
3266136,cn_44
3270464,cn_44
3270471,cn_32
3266143,cn_33
3266150,cn_44
3266164,cn_44
3266171,cn_44
3266178,cn_32
3266185,cn_44
3270478,cn
3266192,cn_44
3266199,cn_44
3266206,cn_34
3266213,cn_35
3266220,cn_32
3266227,cn
3266234,cn_44
3266241,cn_44
3266248,cn_44
3266255,cn_44
3266262,cn_35
3266276,cn_44
3266283,cn_44
3266290,cn_33
3266297,cn_44
3266304,cn_44
3266311,cn_32
3266318,cn
3266325,cn_44
3270490,cn_33
3270502,cn_44
3266339,cn_33
3266346,cn_43
3266353,cn_32
3266360,cn_33
3266367,cn_44
3270509,cn_35
3266374,cn_32
3266381,cn_44
3266388,cn_32
3266395,cn_44
3266409,cn_44
3266416,cn_44
3266423,cn_44
3266430,cn
3266437,cn_32
3266444,cn
3270516,cn_33
3266451,cn_33
3266458,cn
3266465,cn
3266472,cn_44
3266479,cn_44
3266486,cn_33
3266493,cn_44
3266500,cn_44
3270523,cn
3266507,cn_35
3266514,cn_32
3270530,cn_33
3270537,cn_33
3266521,cn_36
3266528,cn_32
3266535,cn_44
3266542,cn_44
3266556,cn
3270544,cn_44
3266563,cn_44
3266570,cn_44
3266577,cn_33
3266584,cn_36
3270551,cn_44
3266591,cn_33
3266598,cn_44
3266605,cn_44
3266612,cn_32
3266619,cn_32
3266626,cn_44
3266633,cn_44
3266640,cn_33
3270558,cn_44
3266647,cn_44
3270565,cn_44
3266654,cn_44
3266661,cn_44
3266668,cn
3266675,cn_35
3266682,cn_44
3266689,cn_35
3266696,cn_44
3270572,cn_11
3266703,cn_35
3266710,cn
3266717,cn
3270579,cn_33
