wikirate_number,oc_jurisdiction_code
3304563,us_ca
3304584,us_sc
3304605,us_az
3304626,us_ca
3304640,us_oh
3304654,us_ca
2241795,us_il
3304681,us_oh
3304737,us_nc
3304751,us_oh
3304758,us_ca
3304779,us_ca
3304800,us_fl
3304842,us_fl
3304856,us_fl
3304863,us_pa
3304877,us_fl
3304898,us_ca
3304938,us_fl
3305008,us_ca
3305022,us_ca
3305029,us_ca
3305063,us_ks
3305070,us_ca
3305147,us_hi
3305168,us_or
3307850,us_tn
3307906,us_ma
3307955,us_nc
3307990,us_ma
3308053,us_ca
3308144,us_fl
3308158,us_il
3308234,us_pa
3308255,us_ca
3308276,us_il
3308338,us_hi
3308489,us_ny
3308496,us_wa
3308531,us_ca
3305223,us_tx
3308559,us_wi
3305244,us_ms
3308566,us_tn
3308580,us_il
3308587,us_ca
3305291,us_ky
3308614,us_tn
3308634,us_ca
3305347,us_ca
3305354,us_fl
3305431,us_ca
3308678,us_ca
3305494,us_ny
3305522,us_fl
3305529,us_mo
3308741,us_wi
3305550,us_nc
3305578,us_fl
3305592,us_mo
3308762,us_oh
3305606,us_ca
3308790,us_ca
3308811,us_fl
3305655,us_fl
3305662,us_il
3308846,us_ga
3305732,us_fl
3305753,us_ri
3305767,us_il
3308888,us_fl
3305816,us_va
3305830,us_ca
3305844,us_ca
3305851,us_il
3305879,us_ny
3308936,us_ca
3308943,us_ca
3306027,us_sc
3306104,us_md
3306118,us_ky
3306125,us_tx
3308992,us_tx
3306132,us_ca
3309006,us_oh
3309020,us_ma
3309027,us_in
3309048,us_wa
3306272,us_mn
3306300,us_tx
3309132,us_pa
3306426,us_fl
3306454,us_ca
3306461,us_pa
3306468,us_ca
3306482,us_oh
3309174,us_nh
3306517,us_ca
3309202,us_ri
3306559,us_fl
3306566,us_ny
3309230,us_il
3306629,us_pa
3309244,us_ca
3309272,us_ia
3306685,us_ga
3306720,us_ca
3306734,us_md
3306769,us_fl
3306790,us_mn
3306797,us_nj
3306811,us_tx
3306839,us_mo
3306860,us_il
3306867,us_fl
3306874,us_il
3306881,us_co
3309383,us_ca
3309404,us_wi
3306998,us_or
3307012,us_sc
3309439,us_il
3307061,us_il
3307103,us_pa
3309495,us_il
3309502,us_il
3307159,us_tn
3307173,us_ca
3307180,us_il
3307194,us_fl
3307278,us_ny
3309642,us_or
3309675,us_tn
3307486,us_fl
3307493,us_pa
3309794,us_ca
3307528,us_fl
3307542,us_ca
3307556,us_ca
3309829,us_ga
3307570,us_ca
3307584,us_ia
3307591,us_oh
3309948,us_ca
3307731,us_ca
3307738,us_co
3307759,us_ca
3307773,us_il
3256153,be
3258258,cn
3260000,cn
3296861,tr
3298804,pl
3299000,za
3298846,pt
3310753,us_ca
3309989,us_nc
3309975,us_il
3309982,us_hi
3309968,us_il
3309955,us_mn
3309941,us_mo
3309906,us_sc
3309885,us_ri
3309864,us_mo
3309857,us_tn
3309822,us_fl
3309787,us_sc
3309780,us_ca
3309745,us_mo
3309689,us_al
3309696,us_fl
3309621,us_nj
3309628,us_nj
3309593,us_ca
3309565,us_il
3309558,us_ca
3309551,us_il
3309530,us_co
3309537,us_fl
3309516,us_mo
3309418,us_ca
3309369,us_ca
3309341,us_ga
3309307,us_oh
3309300,us_ga
3309258,us_ny
3309223,us_ga
3309216,us_ca
3309209,us_fl
3309181,us_nc
3309146,us_ca
3309139,us_tx
3309125,us_fl
3309097,us_ga
3309083,us_ma
3309062,us_nj
3309041,us_ca
3309034,us_fl
3308971,us_nv
3308950,us_ct
3308929,us_mi
3308922,us_ca
3308902,us_mn
3308867,us_ma
3308853,us_il
3308839,us_il
3308825,us_fl
3308734,us_nc
3308713,us_nv
3308685,us_ca
3308503,us_nc
3308475,us_il
3308407,us_oh
3308400,us_ma
3308393,us_tx
3308352,us_fl
3308359,us_ca
3308345,us_ca
3308324,us_fl
3308310,us_ca
3308283,us_il
3308248,us_ar
3308241,us_tx
3308220,us_ca
3308130,us_mi
3308109,us_ri
3308102,us_nc
3308088,us_ca
3308067,us_wa
3308060,us_mn
3308025,us_ca
3308018,us_il
3308004,us_il
3308011,us_pa
3307962,us_ca
3307864,us_fl
3307822,us_ny
3307815,us_ks
3307794,us_ca
3307724,us_fl
3307717,us_fl
3307661,us_wy
3307668,us_ca
3307654,us_ri
3307612,us_fl
3307514,us_mo
3307500,us_il
3307479,us_fl
3307437,us_ca
3307409,us_ky
3307381,us_wa
3307367,us_mn
3307360,us_tx
3307346,us_tx
3307339,us_il
3307332,us_nc
3307285,us_ri
3307292,us_fl
3307271,us_fl
3307236,us_il
3307166,us_tx
3307096,us_mn
3307033,us_il
3307005,us_or
3306958,us_il
3306944,us_tn
3306909,us_mt
3306902,us_pa
3306853,us_ca
3306846,us_ri
3306755,us_oh
3306748,us_nj
3306727,us_ga
3306713,us_in
3306692,us_tx
3306615,us_il
3306601,us_ca
3306587,us_fl
3306552,us_tx
3306545,us_ca
3306531,us_tn
3306503,us_sc
3306475,us_oh
3306433,us_ca
3306440,us_il
3306398,us_wa
3306363,us_nj
3306370,us_va
3306335,us_ca
3306328,us_in
3306286,us_il
3306265,us_ky
3306251,us_il
3306223,us_wi
3306216,us_ca
3306188,us_ca
3306167,us_ca
3306111,us_il
3306083,us_ca
3306055,us_fl
3306041,us_tx
3306005,us_fl
3305998,us_me
3305970,us_il
3305963,us_ca
3305949,us_ks
3305914,us_fl
3305872,us_sc
3305858,us_ny
3305865,us_tx
3305809,us_ne
3305774,us_ny
3305760,us_ca
3305718,us_tx
3305690,us_oh
3305697,us_ca
3305627,us_fl
3305613,us_ca
3305585,us_ut
3305466,us_ky
3305417,us_co
3305340,us_ca
3305277,us_ca
3305258,us_nj
3305209,us_va
3305182,us_mo
3305154,us_il
3305140,us_ca
3305112,us_ca
3305084,us_mn
3305049,us_mo
3305015,us_ny
3304994,us_ca
3304952,us_nj
3304931,us_nv
3304912,us_ut
3304891,us_fl
3304870,us_ca
3304730,us_ga
3304723,us_oh
3304709,us_in
3304661,us_il
3304633,us_nj
3304598,us_ca
3304577,us_az
3304542,us_nv
3304535,us_ca
3304481,us_co
3304488,us_pa
3304474,us_tx
3304397,us_ca
3304404,us_ks
3304376,us_fl
3304369,us_nj
3304335,us_wi
3304272,us_il
3304251,us_tn
3304202,us_fl
3304153,us_ca
3304139,us_tn
3304146,us_ca
3304132,us_pa
3304083,us_ca
3304055,us_ct
3304036,us_in
3304043,us_ga
3303952,us_ga
3303910,us_ca
3303917,us_fl
3303903,us_ca
3300239,us_nc
3300218,us_fl
3300128,us_fl
3300121,us_fl
3300100,us_il
3300065,us_ca
3299890,gb
3299631,gb
3299589,gb
3299294,tw
3299280,tw
3299287,tw
3299210,tw
3299217,tw
3299161,tw
3299119,tw
3299084,lk
3299056,es
3299028,es
3298986,sk
3298979,sg
3298874,ru
3298818,pt
3298797,pl
3298741,pl
3298692,pl
3298657,pl
3298664,pl
3298629,pl
3298608,ph
3298559,pe
3298531,nl
3298517,nl
3298503,nl
3298510,nl
3298378,us_wa
3298371,us_il
3298343,us_oh
3298336,us_mi
3298329,us_ca
3298322,us_fl
3298280,us_mi
3298238,us_mo
3298224,us_ca
3298210,us_ny
3298161,us_me
3298154,us_wi
3298133,us_fl
3298070,us_fl
3298035,us_ca
3298014,us_il
3297958,us_fl
3297944,us_tx
3297916,us_ny
3297889,us_tn
3297868,us_ca
3297840,us_fl
3297784,us_az
3297777,us_ca
3297693,gb
3297371,gb
3297245,gb
3297231,gb
3297161,gb
3297091,gb
3296973,gb
3296777,tr
3296728,tn
3296578,tw
3296564,tw
3296557,tw
3296438,tw
3296396,tw
3296089,tw
3296075,tw
3295984,tw
3295963,ch
3295872,se
3295858,se
3295774,es
3295746,es
3295565,es
3295516,si
3295502,si
3295292,sg
3295264,ru
3295236,ru
3295222,ru
3295201,ru
3295208,ru
3295194,ro
3295145,pt
3295131,pt
3295047,pt
3295033,pt
3295019,pt
3294991,pt
3294998,pt
3294921,pt
3294893,pt
3294865,pl
3294851,pl
3294858,pl
3294837,pl
3294802,pl
3294767,pl
3294725,pl
3294697,pl
3294704,pl
3294655,pl
3294634,pl
3294641,pl
3294592,pl
3294585,pl
3294564,pl
3294515,pl
3294480,ph
3294459,ph
3294466,ph
3294410,pe
3294382,nz
3294354,nl
3294326,nl
3294319,nl
3294256,nl
3294200,nl
3294186,nl
3290574,mx
3290534,mx
3290429,kr
3290408,kr
3290415,kr
3290394,kr
3290401,kr
3290380,kr
3290373,kr
3290359,kr
3290366,kr
3290345,kr
3290331,kr
3290324,kr
3290310,kr
3290289,kr
3290296,kr
3290268,jp
3290226,jp
3290205,jp
3290212,jp
3290198,jp
3290163,jp
3290086,jp
3290023,jp
3290030,jp
3290016,jp
3289995,jp
3289974,jp
3289960,jp
3289911,jp
3289876,jp
3289862,jp
3289869,jp
3289848,jp
3289841,jp
3289827,jp
3289799,jp
3289785,jp
3289792,jp
3289772,jp
3289758,jp
3289765,jp
3289751,jp
3289703,jp
3289675,jp
3289647,jp
3289564,jp
3289557,jp
3289523,it
3289502,it
3289467,it
3289343,mg
3289308,kr
3289280,kr
3289259,kr
3289252,kr
3289238,kr
3289210,kr
3289196,kr
3289203,kr
3289189,kr
3289182,kr
3289168,kr
3289161,kr
3289147,kr
3289112,kr
3289105,kr
3289098,kr
3289063,kr
3289056,kr
3288958,kr
3288944,kr
3288937,kr
3288930,kr
3288916,kr
3288909,kr
3288881,kr
3288874,kr
3288860,kr
3288839,kr
3288832,kr
3288811,kr
3288692,jp
3288685,jp
3288678,jp
3288650,jp
3288629,jp
3288601,jp
3288559,jp
3288545,jp
3288524,jp
3288503,jp
3288496,jp
3288468,jp
3288461,jp
3288440,jp
3288426,jp
3288405,jp
3288412,jp
3288384,jp
3288377,jp
3288370,jp
3288363,jp
3288356,jp
3288349,jp
3288328,jp
3288321,jp
3288307,jp
3288293,jp
3288279,jp
3288258,jp
3288244,jp
3288251,jp
3288223,jp
3288209,jp
3288174,jp
3288161,jp
3288140,jp
3288133,jp
3288126,jp
3288098,jp
3288084,jp
3287993,jp
3287986,jp
3287951,jp
3287944,jp
3287937,jp
3287867,jp
3287846,jp
3287818,jp
3287797,jp
3287762,jp
3287755,jp
3287748,jp
3287727,jp
3287713,jp
3287692,jp
3287671,jp
3287650,jp
3287573,jp
3287538,jp
3287545,jp
3287517,jp
3287475,jp
3287419,jp
3287405,jp
3287412,jp
3287398,jp
3287377,jp
3287363,jp
3287356,jp
3287314,jp
3287307,jp
3287300,jp
3287279,jp
3287251,jp
3287237,jp
3287244,jp
3287230,jp
3287174,jp
3287118,jp
3287020,jp
3287027,jp
3286985,jp
3286929,jp
3286894,jp
3286901,jp
3286880,jp
3286887,jp
3286845,jp
3286852,jp
3286838,jp
3286796,jp
3286754,jp
3286733,jp
3286726,jp
3286705,jp
3286684,jp
3286670,jp
3286663,jp
3286579,jp
3286586,jp
3286565,jp
3286572,jp
3286558,jp
3286551,jp
3286544,jp
3286537,jp
3286516,jp
3286474,jp
3286460,jp
3286453,jp
3286418,jp
3286425,jp
3286397,jp
3286376,jp
3286362,jp
3286341,jp
3286313,jp
3286292,jp
3286271,jp
3286236,jp
3286243,jp
3286222,jp
3286215,jp
3286187,jp
3286145,jp
3286138,jp
3286124,jp
3286110,jp
3286068,jp
3286054,jp
3286047,jp
3286033,jp
3286026,jp
3285998,jp
3285977,jp
3285984,jp
3285928,jp
3285865,jp
3285858,jp
3285837,jp
3285844,jp
3285816,jp
3285823,jp
3285809,jp
3285781,jp
3285732,jp
3285704,jp
3285690,jp
3285662,jp
3285641,jp
3285557,jp
3285564,jp
3285536,jp
3285515,jp
3285501,jp
3285494,jp
3285466,jp
3285431,jp
3285417,jp
3285382,jp
3285368,jp
3285354,jp
3285333,jp
3285319,jp
3285326,jp
3285256,it
3285221,it
3285214,it
3285200,it
3285186,it
3285193,it
3285179,it
3285109,it
3285095,it
3285074,it
3285060,it
3285025,it
3284976,it
3284948,it
3284920,it
3284899,it
3284906,it
3284885,it
3284864,it
3284871,it
3284857,it
3284843,it
3284808,it
3284794,it
3284766,it
3284773,it
3284759,it
3284738,it
3284703,it
3284689,it
3284668,it
3284647,it
3284640,it
3284591,it
3284577,it
3280908,it
3280894,it
3280887,it
3280866,ie
3280873,il
3280852,ie
3280355,gt
3280320,de
3280327,de
3280299,de
3280292,de
3280208,fr
3280159,fr
3280117,fr
3280103,fr
3280068,fr
3280054,fr
3280047,fr
3280026,fr
3280012,fr
3279998,fr
3279928,fr
3279921,fr
3279893,fr
3279809,cz
3279816,cz
3279788,co
3279781,co
3279725,cn
3279704,it
3279683,it
3279669,it
3279648,it
3279480,in
3279473,in
3279410,in
3278997,hk
3278570,gt
3278528,de
3278521,de
3278507,de
3278479,de
3278458,de
3278465,de
3278444,de
3278416,de
3278423,de
3278402,de
3278372,de
3278309,de
3278274,de
3278267,de
3278253,de
3278246,de
3278232,de
3278218,de
3278176,de
3278134,de
3278120,de
3278113,de
3278085,de
3278071,de
3278057,de
3278050,de
3278043,de
3278029,de
3278008,de
3278001,de
3277994,de
3277980,de
3277924,de
3277917,de
3277903,de
3277875,de
3277847,de
3277826,de
3277791,fr
3277742,fr
3277665,fr
3277658,fr
3277588,fr
3277497,fr
3277469,fr
3277420,fr
3277378,fr
3277308,fr
3277287,fr
3277266,fr
3277196,fr
3277175,fr
3277154,fr
3277119,fr
3277084,fr
3277070,fr
3277063,fr
3276979,fr
3276986,fr
3276896,fr
3276854,fr
3276847,fr
3276798,fr
3276805,fr
3276700,fr
3276602,fr
3276532,fr
3276518,fr
3276504,fr
3276476,fr
3276427,fr
3276295,fr
3276183,fr
3276169,fr
3276141,fr
3276008,fr
3275939,fr
3275876,fr
3275764,ec
3275771,ec
3275736,ec
3275701,cz
3275708,dk
3275680,cz
3275687,cz
3275666,cz
3275673,cz
3275652,cz
3275659,cz
3275638,cz
3275645,cz
3275624,cz
3275610,cz
3275617,cz
3275596,cz
3275603,cz
3275575,co
3275554,co
3275561,co
3275568,co
3275540,co
3275519,co
3275526,co
3275512,co
3275213,cn
3275199,cn
3269059,cn
3268688,cn_44
3268464,cn
3268032,cn
3266402,cn_33
3259479,cn_44
3258697,ca
3258683,ca
3258620,ca
3258599,ca
3258606,ca
3258613,ca
3258592,ca
3258522,br
3258494,be
3258473,be
3258432,au
3258376,au
3258321,ar
3258314,ar
3256929,cl
3256901,cl
3256908,cl
3256887,cl
3256894,cl
3256838,cl
3256824,cl
3256789,cl
3256768,cl
3256719,ca
3256691,ca_bc
3256677,ca
3256622,ca_bc
3256587,ca_bc
3256545,ca_ab
3256517,ca_qc
3256496,ca
3256503,ca
3256475,ca
3256440,ca_bc
3256447,ca
3256426,ca
3256356,ca
3256251,br
3256139,be
3256118,be
3256125,be
3256090,be
3256062,be
3256069,be
3256055,be
3256034,be
3256013,be
3256020,be
3256027,be
3255991,be
3255970,be
3255949,be
3255926,be
3255885,be
3255857,at
3255808,au
3255787,au
3255598,au
3255577,au
3255514,ar
3255528,ar
3255486,ar
3255493,ar
3254242,vn
3254060,kr
3254046,kr
3254025,kr
3254011,kr
3253997,kr
3254004,kr
3253945,cn
3253604,vn
3253376,lk
3253362,lk
3253313,kr
3253292,kr
3253285,kr
3253252,vn
3253182,vn
3252955,cn
3252948,vn
3252927,jp
3252913,vn
3252465,gt
3250745,tn
3250731,tn
3250724,tn
3250710,rs
3250696,rs
3250703,rs
3250661,rs
3250640,ro
3250565,in
3250518,eg
3250483,hr
3250380,cn
3250153,tn
3250139,tn
3250111,tn
3250097,tn
3250090,tn
3250076,tn
3250062,tn
3250020,tn
3250013,tn
3249985,tn
3249992,tn
3249964,tn
3249950,tn
3249922,tn
3249908,tn
3249894,tn
3249866,tn
3249873,tn
3249859,tn
3249845,tn
3249817,tn
3249782,tn
3249775,tn
3249747,tn
3249733,tn
3249740,tn
3249726,tn
3249705,tn
3249677,tn
3249684,tn
3249663,tn
3249649,tn
3249635,tn
3249600,tn
3249544,tn
3249551,tn
3249523,tn
3249488,tn
3249460,tn
3249432,tn
3249439,tn
3249425,tn
3249404,tn
3249411,tn
3249383,rs
3249334,ro
3249341,ro
3249327,ro
3249313,ro
3249292,ro
3249278,ro
3249271,ro
3249257,ro
3249215,ro
3249222,ro
3249187,ro
3249168,ro
3249000,it
3248951,it
3248958,it
3248937,it
3248930,it
3248874,it
3248853,it
3248846,it
3248804,it
3248790,it
3248776,it
3248762,it
3248694,in
3248656,in
3248642,hu
3248630,eg
3248595,eg
3248471,cn
3248457,cn
3248354,cn
3248046,ba
3248029,bd
3247982,al
3247972,al
3245373,us_il
3245331,us_il
3245251,tr
3245199,tn
3245104,mk
3245066,it
3245073,it
3244961,in
3244912,gt
3244871,eg
3244854,eg
3244714,ca_qc
3244651,br
3244374,vn
3243993,us_tx
3243986,us_il
3243958,us_ny
3243930,us_tn
3243853,us_tx
3243762,tn
3243727,ro
3243720,ro
3243640,pk
3243570,md
3243563,md
3243329,mk
3243249,jp
3243242,it
3243197,it
3243183,it
3242710,gt
3242703,gt
3242596,co
3241849,cn_32
3241804,ca_qc
3241682,bg
3241408,ar
3241373,ar
3241358,ar
3241337,ar
3241344,ar
3240801,do
3240787,br
3231644,bg
3231504,bg
3231098,bg
3231070,ua
3231035,bg
3231042,it
3230686,bg
3230672,bg
3230665,gr
3230571,gr
3230487,ro
3230466,bg
3230396,it
3230340,bg
3230333,ro
3230298,tr
3230270,bg
3230067,bg
3229949,it
3229900,it
3229799,gr
3229656,gr
3229649,in
3229607,it
3229537,mk
3229474,bg
3228689,mk
3228696,mk
3228654,lk
3228612,it
3228570,lt
3228395,bg
3228297,it
3228283,bg
3228185,in
3227498,in
3227485,bg
3227450,pl
3227401,bg
3227394,tr
3227387,in
3227380,cn
3227303,it
3227275,tn
3227261,pl
3227247,vn
3227212,tn
3227205,ro
3227111,ua
3227090,it
3227055,it
3227020,it
3227006,cn
3226957,it
3226936,hr
3226908,it
3226880,cn
3226852,cn_33
3226838,it
3226824,cn
3226800,it
3226779,ro
3226765,it
3226695,bg
3226709,cn
3226660,it
3226639,pt
3226604,tr
3226583,it
3226548,it
3226489,it
3222770,ar
3220792,ua
3220512,se
3220498,kr
3220484,kr
3220421,it
3220407,it
3220400,it
3220379,it
3220015,cn_44
3219392,cn_32
3219329,cn_32
3219336,cn_32
3219252,bd
3219182,bd
3219096,bd
3099301,bg
3099313,bg
49753,jp
3309614,us_fl
3307997,us_tx
3306594,us_fl
3306538,us_tx
3306391,us_tx
3305620,us_ny
3304973,us_nc
3304744,us_oh
3304716,us_nj
3304612,us_tx
3304001,us_sc
3300260,us_wa
3300079,us_oh
3298105,us_ct
3298049,us_il
3258578,ca
3256754,ca
3256712,ca
3256656,ca
3256601,ca_ns
3256524,ca
3256482,ca
3240794,cn
3227359,cn
3299091,se
3299077,es
3298895,ru
3298888,ru
3298867,ru
3298790,pl
3298776,pl
3298783,pl
3298755,pl
3298727,pl
3298706,pl
3298713,pl
3298650,pl
3298622,pl
3298615,pl
3298468,nl
3298475,nl
3297015,gb
3296749,tn
3296508,tw
3295886,se
3295816,es
3295823,es
3295718,es
3295620,es
3295523,si
3295495,si
3295299,sg
3295271,ru
3295215,ru
3294809,pl
3294795,pl
3294739,pl
3294662,pl
3294648,pl
3294599,pl
3294424,pe
3294389,nz
3294375,nz
3290156,jp
3290128,jp
3290107,jp
3290093,jp
3289967,jp
3289953,jp
3289904,jp
3289737,jp
3289689,jp
3289661,jp
3289640,jp
3289578,jp
3289537,it
3289509,it
3289516,it
3289481,it
3289488,it
3289474,it
3289460,it
3289175,kr
3289119,kr
3288783,jp
3288776,jp
3288769,jp
3288755,jp
3288762,jp
3288720,jp
3288643,jp
3288580,jp
3288433,jp
3288342,jp
3288286,jp
3288216,jp
3288195,jp
3288077,jp
3287909,jp
3287566,jp
3287468,jp
3287440,jp
3287384,jp
3287321,jp
3287286,jp
3287216,jp
3287188,jp
3287104,jp
3286957,jp
3286817,jp
3286691,jp
3286656,jp
3286614,jp
3286383,jp
3286369,jp
3286355,jp
3286334,jp
3286264,jp
3286082,jp
3285774,jp
3285767,jp
3285746,jp
3285585,jp
3285522,jp
3285508,jp
3285445,jp
3285424,jp
3285375,jp
3285361,jp
3285291,it
3285298,it
3285270,it
3285242,it
3285249,it
3285228,it
3285235,it
3285172,it
3285165,it
3285151,it
3285123,it
3285088,it
3285046,it
3285032,it
3285039,it
3285011,it
3284997,it
3284983,it
3284955,it
3284941,it
3284927,it
3284934,it
3284892,it
3284850,it
3284836,it
3284822,it
3284815,it
3284801,it
3284787,it
3284731,it
3284724,it
3284717,it
3284696,it
3284682,it
3284675,it
3284661,it
3284633,it
3284598,it
3284605,it
3284584,it
3284570,it
3284556,it
3280915,it
3280901,it
3280880,il
3280831,in
3280782,hu
3280264,de
3280229,fr
3280236,fr
3280138,fr
3280124,fr
3280110,fr
3279991,fr
3279949,fr
3279886,fr
3279851,fr
3279774,co
3279711,it
3279697,it
3278549,gr
3278542,de
3278514,de
3278451,de
3278437,de
3278395,de
3278183,de
3278106,de
3277952,de
3277889,de
3277868,de
3277805,de
3277784,fr
3277707,fr
3277686,fr
3277644,fr
3277616,fr
3277518,fr
3277504,fr
3277371,fr
3277315,fr
3277294,fr
3277203,fr
3277161,fr
3276972,fr
3276965,fr
3276951,fr
3276923,fr
3276623,fr
3276588,fr
3276574,fr
3276386,fr
3276316,fr
3276274,fr
3276197,fr
3276106,fr
3276113,fr
3276092,fr
3276050,fr
3275987,fr
3275904,fr
3275869,fr
3275715,dk
3275722,dk
3275533,co
3266724,cn_44
3258501,be
3258452,at
3256915,cl
3256922,cl
3256880,cl
3256859,cl
3256845,cl
3256831,cl
3256803,cl
3256775,cl
3256782,cl
3256761,ca
3256111,be
3256104,be
3256083,be
3256076,be
3256041,be
3255998,be
3255977,be
3255963,be
3255919,be
3255843,at
3255850,at
3255815,at
3255822,at
3255521,ar
3253938,jp
3253369,lk
3252837,jp
3250738,tn
3250717,tn
3250682,rs
3250668,rs
3250675,rs
3250654,rs
3250614,it
3250586,it
3250593,it
3250544,in
3250511,eg
3250434,hr
3250413,hr
3250181,tr
3250132,tn
3250055,tn
3250034,tn
3250027,tn
3249761,tn
3249670,tn
3249593,tn
3249446,tn
3249453,tn
3249236,ro
3249077,ro
3249021,it
3249014,it
3249007,it
3248993,it
3248979,it
3248972,it
3248923,it
3248916,it
3248881,it
3248860,it
3248839,it
3248825,it
3248769,it
3248748,it
3248755,it
3248708,in
3248649,hu
3248574,hr
3247989,al
3231435,bg
3231345,bg
3231000,lt
3230721,it
3230658,it
3230595,lt
3230368,bg
3230284,tr
3230088,ma
3229858,mk
3229250,eg
3228955,tn
3228934,tn
3228808,lt
3228682,bg
3228668,bg
3228577,mk
3228115,it
3227515,it
3227522,hr
3227471,rs
3227429,it
3227345,de
3227254,pe
3227240,pe
3227233,it
3227219,tn
3227160,ua
3227146,it
3227118,it
3226985,it
3226978,it
3226688,bg
3226534,bg
3298902,ru
3298769,pl
3298734,pl
3298720,pl
3298636,pl
3296742,tn
3295809,es
3294844,pl
3294816,pl
3294746,pl
3294529,pl
3289668,jp
3289315,lt
3288790,jp
3288748,jp
3286810,jp
3285900,jp
3285305,it
3285158,it
3285102,it
3284619,it
3284563,it
3279655,it
3278099,de
3256817,cl
3256146,be
3249810,tn
3249418,tn
3299449,tr
3296805,tr
3279641,il
3275820,ee
3275094,cn_44
3275017,cn
3269598,cn_44
3269178,cn_33
3266269,cn_44
3265648,cn_44
3265147,cn_44
3260650,cn_44
3260442,cn_44
3260028,cn_33
3257209,cn_33
3257020,cn_44
3250195,tr
3250167,tr
3244168,vn
3242276,cn_32
3242164,cn_44
3231266,cn_44
3229138,cn_33
3222215,tr
3222156,tr
3220981,tr
3220969,tr
3220764,tr
3220736,tr
3220715,tr
3220659,tr
3220638,tr
3220645,tr
3220610,tr
3220519,tr
3219994,cn_44
3220554,tr
3228122,tr
3230899,cn_44
3242526,cn_44
3242589,cn_44
3242073,cn_44
3242080,cn_44
3257153,cn_44
3258964,cn_32
3261418,cn_44
3259888,cn_44
3259986,cn_44
3260210,cn_44
3265473,cn_44
3267334,cn_44
3267558,cn_44
3269472,cn_44
3269836,cn_33
3269955,cn_44
3274744,cn_44
